,employer,link,location,position_title,salary
1325,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8_pW0lWQ7xpXJjQ77ldOpxNq2dtgMkbcSLlwKTGKTVy4IM_Avz8CDPuLNobKfmxBFVInphFvLqlmfWdgpEk9aKjRnEtldWrBRFg-Gu0RPAQ86ZhqTORZwEBgdDxyvQYwK4V9Jnh5QbM8EeBHzd_HE7N7JsRYlbeZf-QdHS8_LCXa8_FtUTUu4jpcaPsoPq06BQa0ygi7wU_jK10QUjzD7XuiRNZqHi7XfHlq9XBpI72W6hMkxKYRHDiKVmKQmcKPR4V46ERbjIxdSVdEaRXNRKNNAT3rMSFkFKDgzYzXQyYbXz6jbzkQoFhcRnwMoQr1nOZ7e9kbKsBW13T9kBWNlvrWWsFQG_HBS-MrPKGuNsFsGFBX7l5kChOgdpj8c8A79ht_LFSwzDfO_X7NXMrAHjbpwQwWukEyyVa2i068XMkV-1kdd0dMWyMbQoNdlFUnsCOXQDnz3gAo1xA_Iqe67EqGr0JILgWDiyocPtWLc9Q5QC8x3_NXP29&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1326,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nA1VSc-Tj1QRaxKaC9sT6elohdpewJKodk-lkwEIkDD46SoCw4ct1XHRy7DFcwrxdrZA047YC6Bg8UTaFZZd37vnxm17ZKPChHFYAbBsvoMS54xOdR7JkvUtUwR7iidc3gQh1INtw9VThHmVZYUfWSppOgWREUwI4suGHc4eocqwwVQ5a1yup2vZMjY2Uzmt6Z0zDpI1X9X6gQChAGIPbqhYibRg5E4Uk6BmjNTlroBSY8Rbf3_Iw0dO1SdlDuIxP&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1330,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeco8GrxHr1RmUDEgAlXUKRmj8rtdYY_UpzYxeiYgD1DRFs-WBVChkNEC-emzZxfvPCy9IjsjM6wzxE418pYggZnwfgoNaafyRgz9UcsN6egQtT1PJpcMaK9vP57C9RhtGjT1XSJQ7EfartqMOZ_cojSRWKTfUMI56LcGN3dWfttyyD7AoFi_cW7sIwjSqaJ5d7-KhnCacVg_8il--XukcbKi-kOeOfJMYPJPlRiO3OfZPSv95qV6vwlttKmRVPEJx3CCjvzXPqMA=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1339,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88S05hz-gtLX4_SPZtGlwPCaSTElKXYY6NMvN0VQQr3Rfzb0nFa2PMARpWw5ao4GxYPhFjOsZJhg6RALC8HXwdS_N931Qc5MixLRdemqksoiQg_KgZRglE3K5CEl25EaCemE_n1VtcLfWsrtj7U0ck_h2YA8wfuK7rbfq73fXGJq7To5pvY1zKw5aBNbG_ibryjxoG_0eQizScecnNIFof65dlNBGClACH15EgUuiElnFmjIRG4JfosGUoNLGO6jCrAGjyzKZKMhsueN9axXOq4bH3lbqFqkVSOrxfIAYV8ZTc-Y26n6oF4meMswzvhcuHulbN0cCBvUln6xoa3Es85Cqw2TLQZwlmcnASq6w6idvKX9teCQaUIoFrL21S_9n7DiGtt8anoqBOtBC3KYaOrYzt7v4AGK6undPJOMRvZpDUIEPK4JFyW1BkhA-ef8YOWXJ0EX90x0JGvs8vmJSRfYZvLoR4wFsbZWPVgjH8nYWs5mrPHDMeIPWHfOF4k9uY=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1340,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSQq7XYP7m2CkQ5yxWjzJ-lJ2muobMisCGBJWLD064rDfAB1vts2MZgMRO6xFzzImlxUW_k-ho24QpJAZ-HJyUMoMImdhNPbIa98vXccFsxsce2Opw5qJhe8IcyU1NWLIMgw999V4kepn0TZARJyfD3Eucrk-hu9xElTbU0MLfo9Rr3K5Ecd-bHvuAIVxOjOZ2DcoS2ph5yberObWzKITd-_t8XfRtuttKta9fBrNRuADVyMp1coXG-I-mn2zSw42FMNKxppbjH1DzVlPCqRupGE&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1344,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeokMOFLRmntembpAbR9_Qq0GRQrxOtJE2pNok0A5Jx40clAtSLF1bzCd97m74SbpM3nlFGgAJ65HO6pKVk3CaW8uDTSNersdfZMCMU7l0tdm3e7KWw7wYH6WXxdoD3BQVwrdWhxfslbVwGlYMXy-95x97qxfgV1mP_jLj9J2-__ow2jk5yB9MSk5ALThiDikFj012GWP8NZOhpMYDLXSBtS0HRRIuobwsn1PC9eDm46GA10jIM3Zj0miwogmi0PA2rYGsUmymckQxN-uZ4Yq8Zw==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
1355,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-cZC5JzCmgvx02zSvJ714G3q1cq7pwQhmpetnGrxryB9wmOQOqvqLDMTFjJlGi9P0ER6c8chexCmRjV04TWjwLfrO3_n_3UvPROVwF_FO_xWgMi_16AISaxyBuMC4PBVyjJgBZaglVRPnKMQIBEVSzuKSbxIC5ao6PHi1jTrB40PDfG-uYOi3G6h03wIwwfJJdm80q73kVFJfeeh1_vCnSIol6X4Y0OizNS21H3D1jl3daDhOKbOqBvIQVLHbQwdX3nuL9GdT9x0xt33Md5hcVdCe8difjh-zK9I3OTmf_O0knuGWswFJPBoswYdc2M6hZjErRspUsXHxKqL-Gqw8kDiacdxkFMMNgF_aIZgbuaUhJgooeHff57WtIx_AJmnS-eEPs2hikHjso7E4RvCkI7mDd7HOxHzp4VuNkUAkpj4PwpwyzNoUMeCRMQpvRepuRjin1IjLMUqJSE9cbcKszTR2EfInhOtwbiAVJ6bW9qszulaDZ1gLW&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1356,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01n_SbYoUIjwAAzsjQX3tFFdcf-pAye-Mi0ztJHYtlUm767SGhz7jjXz6TUCFCbIJYjoZDYILSCXNzANmTaESfjwMGtl8PqQx7CdcWFpSeZt8YB5o6jeObTNj3XnuBmkohjryamRZVpxZhGymyBdl2tcd5eiwA5AmL-O4t-fNym6QdGHDqxjY5RYoDkmUQMb7aVuXrPB6k5fRhpqJHGYnnAWojUd72jqFc1VoJG_MEjI2IY0A8o84Nm83riIfNWfOgY&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1360,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIe71N85x6_4neMk1Gebmr3WiDVTlgFbjW2zKkyDRdEge3UhNfOE_c-AlwT3ksEk4OPsP_rq-nBNbxBkBHrF2mavFtoXvHEI8qS0IJcJ8vMiTx-dpbpvS0NnARLmkNkgPzXQ6Gs_q0WdNrrpCLHQYo5FgTHJuXCtnv6wdAdOJgrBa92aJRzu0UBoGvnbwCLOCNY_O9ApVXFRJOkWB89FK5wCDPsDNdi_mCR3VBBp-y19TTgiJw9qY6PxJ7tLw9IghNkEJoyyY54pyo=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1370,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY881fwdMrvYnd1frEIiK9fOF5XnleEpbGkFi1qiPi6bJR7S2y-IptmAAt_f2MOtp6r_RQ_K9ZULgw-_eiBS6i3Zyl-RGgbJDcOd_VP0qFhf7XhM8SyLI6qlwAz_0VOsouI2IUyqn2Mz6tY6zzCVuw8FvWxGufXWDI7O2-SSMzteqjovPDDxJONiSGqpZCpDmHXnF0B8-XdqBvzqP978avVmri3AU5gLzhTW0YVsaAUPX0zMSIYOnDTy7j8fdNp6T31SJXOtGAxgmPflAs88xtJLblqXdT3jwZMr1qJnApVjOUwqP4vnJM1cfsJjrFy5OWB_Uc4fv0A-nz7saYMRw8k85NlHghKiSIjSFKcJesn323RnMaVNU5DXQAK8EbVuyjJl0BAMIbxn2qeaI7MyiVZzcBnUWXnaU44hFJsBp9-ONNkZluovwrEVBfJc-7BGgBkJdWqla-s4rUgkp3l1kbbDz3pkCz9V6TTV1TGH4pPbZc2j79pyiASWq&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1371,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nwTr65aqB9GKLOy_9wIg2lGnmm4NlB6K_ez4t_uLTVqjM82ObYBmFoAwT2WIEYxPB9QyHBO3OHE5rvOPmAL5SBMSOGhkBHZvBcO1y_wDivaPkvByTQ-4-MaH5E5SPfX4pFSSkcDYsfvfSEZkXDfRwV9fcAVNZqK8SFCReFVVCIbdG_WIfGJkywiMUZ5gh5Jjd7SJ3koAaEj5wvFI0Cu4u-ij5C1AJ7nOKUqensxyDGfzsJHNeIE5hRNvKSLGpoHVG&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1375,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeHQ0yCtuHgWPejjQiCD6OEJLLm6wUTyst1RiJlnTpdweh6RuRLwYxrt8twaGBiYDnOcdpHTzgIrSnk8eeN74H6pPDINOH7DfV4i7EU6aVbTb8hO4IaYn3NHsfozw9Cb8kjGozEkvxMPcKeMNn2nayFlbf6GrP4ZGDG92SAJudXBcuQY6yv73gTNcWLtZdxkv-GT16_80k3cq_wLxSdEsappR3TCnypgdMHon1_6_1oEQYe1my097kVRPzomAduFceT4q3Exj9OUA=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1385,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8-if9bwg88OrJCv4EAeSEw3MC6Cma4jcicz38XAJqkxCEOov-zNmXYBc75aELtlOZn2of5_o3YSYDp8wR4GAQbBHGG9ZW32gMk63isGF39a3suCOXqwk5izmhPLLhKmrSrZnoTopy6L_xak-3bfA1g1emURDDjImS3wgdUxjDPisndjoScqpCkmOzhGsc-wYd0xQ8WTCOWl3zL74yMiINmrFyJR9iiGoXpTlH9S8fAfaVwl0fzBEWoG0NZIYbxnup-TUq0z3PNYjBd5-40Dd_58EX-z4WNFntqpYQN9S9WmbHWM18nmhTTPcjRHjUda3NaAiR2CXVL8ab-mNlnjgjzbYj2-evnrKxEZgRyKdPEcQ0RpjBPMZdeMs9NXXFvvBpgtF0waQoG5_xR6dQ5wq7KVP7FOM7bnqot1ZSSywDu1SXk74UJLchHqD0TF2nOZenZDAMNVW_wXJ3-VaV7T9jhCaOF420FBzXas0TUDhvMS5aR4Kh4LPgln&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1386,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nldhVE5HTjef3EDit8CYTd699b0LQ90ibwiHz4nHXPfYFNaj4JXPCjo0S7omlP3_sfVtHlt14B5KWjKVRPJgdsWQQfLwvO-RaoqsnlzcNtXxg8dgZ5AferPdbC8VoFEvaNQ6q5NnFz2imKQnBhjsMz4NqpF-NRJYtnQrPYl16BpO_8n4egy0dvm6kst6m9T03X8DdQg_C1zynh9pBcQO0r1SWq01GgXq5HE_9ZJ-eGIgLOiLfXvVq1boJBWh1KGB9&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1390,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIe7eJnRpNlCSogGj3KCVxFYQmfawniP5uyQaHsX1sbDbkhwf7EcXG9xRKTtxRKwetM6U68aVMQ9ef1rMJQSiHC9E49hFHLJVaopdKadS47MSEm1hBS0hGlg0njGZMecjW0OF_ur1AMQu4LIMAPlYDytTa4htbC19nYgBo7VW66GhdjS54tNV83RbTpCOsoWhdGYdI7737MTo2wgpLRA_q-eTQ6LTGCqzLQ2AhtSdDE96m4GtzTzLDsOnlkO02R8HtjQUGt2LlzUzc=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1400,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88R3PNjKa9uuGKi5y5wOvax1ih6jk8NxUleOvT9FNurHmK5OgMjzxeeqGq93ArjcV_fsdpcCirQq9FgVEqAC-i-Jymi8hW0qOrQLLrtLer9fYIhKc7MclWg5XtlZYW6svGRVcGZ6FDOugN66eSodoxSTdeGBjW-hAPP-8dPLfgitpLKG3mSzX27zQSjyB3qG8-J8vsgMJ8_GxWblYh5fjnsagZSLdlw9vzXoyb9hTAAo0FBdjVBD9mSTNVdaELwnQfTnkaaqZaGrDs2pg0PJ83ZH9XR_sLKnTpTEXm6Rr6rvpcPFBVTcw-rkgsvGCDmqVX2tEZWKObCyziuYw0Q5wxIiG2yvYnpAoUIaFJdoQts4WGIx3ue0ZV67mh5s697I2-K82exmoi_kVlPQGQFJlu0vDwSoUPAHwbL_x5vkexE_8DxtXmzC-AykConeL6i3DHPoF952QcHGWjjoto0izJgKgRuzMsqzxPeTxnkJET3GaAu0SB7IMWS&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1401,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01ngTcgLJr5L4zn76oJICHcKTym2ucSxf2B7TH0IC-qMPiudNzd2meWCEn3_kxtb14K-Ccc7jg1V87uXXeVcwDU6VYaePLsIa9xJk35B2Kdq3udRTsCJ90XO8zBqMzC2wcFH4C3e8Q7NPvBw-ORviJhq8lfPAd89r8lUse9XWcmmgFAjsafyNCYtPt6JoSwn2_CRMXCKnPEWxaQcWcjq70yTv8_5eZYR6eLtPEmVRk0UNZkNxYDjio9aJ2kHxlh-htZ&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1405,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIed6Z3sNMIS9W2ezcwzSYOfAJ1e-5tLzUar-pkQKxLwSVpKHlTHSoqo3QTY7x-5sNXZE6tQ0Osz3k7eQU51GqQbfpugH7t_lMlSziIACTuNkx70m0Tv5xwHtY6xvbp-N7p7rM0lZS8412FcgJDyMKoEujbBRPJmP4aEp8nDmOkMcmN1hawy4MUr61J41b5OqjtdukdItJCHljmlGgnzHEmN3ltXnte6bM8zwuaNlHV5-lkHOYpXotJ88vHLnH3J4UOhjAAztuoO00=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1415,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY8_FLm2hdPJFsq4Fj-zoOGwv-U08qqlaee-UydU06S0HGaARN9xDkM4aNAcqsDmfnJvY1nbHYL0ymUqFv_JPd0aGuKGKegu3lhXsfQ9K2q2bK-3i4S2ezJ2HrRUFd6YggUf8vBCVT7mRV6NOTYgaYALhVnsilI3HTiKPgU3r9gGMkECz3Mg7hcukfxsU7YKtDOu99RJTMP0YHk7tE4i_x1mcbH_6nq2tNJ4r953eLJpFsdr9Jbu2q_pEbY6k0YcFB2ZLbbsvKUDvuoqRf3_b0JxRP1pHRgkLp_ZTe9xDXFWr7FqWckSgitZ6JiVC4i6OmSmk37kktJtcWIbIaN9WMdY-1txRkZJe6jCNqGZ_dOLhzmh4zOxCwMroXVrMSCgQgowL2sL8sW_x67dyoAxCvuRZwWrDbnB-kqWiWZe1Lu6WK-z82mEpebTOCxHkxduH_dKJO3Fa3Yc9LbXpjHB2FECqMUDOK_J-VpvjGqoxCKLvz-1kvXqkXcRU&p=8&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1416,WilsonHCG,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ARTAizOW0T4oiE6Epdo0i-SPQERQ6fC7voScIS1kB12kiCtEFYyau3_mwwVyoKQor41HtCXGlFEYA_7LXbW1_k7_VSLfAq2dz9EFCA4Lhz_MQ3SEJOZE3H-rIqZBQ2TzwIrtxjSzqbi7rTY53QDDIzDA3HIFWLY34bt__my2KR4W5TEi4AP01nAwBjxw5Um3JUycTbBQXF8fg9ZS4d6i3_z_2ufFGGW-W48hAZmyPwqPEp3fRy2serfN0VgfZADRy9J3MVk-Q3WHOyqaKFasGjYA7PqTuCHe1n2HbsBSVK9GOzDsagYyFQgR7lxV2MMKfBBnhxaGBcEz5K-duoMn7HKhT_U7K4r2PmDhvGUIOOZu4fd4moQ2OelPVltExs1DiERBtbWrv57hgjH4N4DitIObvCF1qlBrmXme9iC5WvDDkCEBL2RCZb&p=9&fvj=1&vjs=3,,Sr. Data Analyst,
1420,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeJ9si3Ng_uLgNxvTj3QCxLnj19sHRAXGVI3tohR_4gvFTK47dym-yxrQM_heKeMFlqMqfMkjfNYs3xgELz3EqPXGOiSr9XFUXHC0XczbSiHpmut6NsHXyjGxEEmjubCCxaCsA3XirxhdsGaQeJ05BXIFlShAAT2IqUzGhA5MiHYtKcQ65fEYIdw6Pz4JPSn5u5iP15mMEqMsgcRcAiTz_jcnufPr7CvLesRxELMvbmNyscgwY2fx_jcdKdJ6p_GPYf97B9jWXIcQ=&p=13&fvj=1&vjs=3,,Machine Learning Engineer,
1429,BRP,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CYGv_5iWivxUfA81CoodOfHNn6_Ex-Qg_IxNjEn46jFMNb1huHpZotSsmuxdkVjgxSvubzMUDIZrzVL9--V5PO4t18n1S6v2L5b2lfJXk6MewiKWmridc-Jq0vS2q8MdZFpv7LSjUehVrEH7UVuIiAh7MgnGOHFyyw3JUHJScdYpPgw2GDDk6nVkP_d11YY88-bnVg21dP4u9E8VswUL915LFh2DaU4MfH20-GBzfXzzN7wQ1Y8Tq92hhCwmXi3BFJBmu-tqb1_dadgUesyHAscV1ijf2jChsawjSWnznFRVfOSlyVijsMDD4S707C3evg8XnpkfY6TUeQgrGfmjrJbezqiFFukrI7bQeFqHRC2u8tvGi9e5LDPhnukEpnRkd7zM-dhrFZ_-XCy7H4OsUVLgLjFZkuTzf0bHEQH95C13_PbPCzFUhgVcVBETltZfsYUXSpzEFrlBcvHBFZOn7F2dAkS6VVDx6ONmgr6fl9o2MO_r-dDA7v_20VZAeyEq0WL2mavaoXpC2Mnaiw2787yGMjLO4QNi3eHJrCD7074eMiDw6CwYAk845fpaxaklwb3urqNB8Xl5yclglMcsM0HzmDUapSeOAp_P_uTFBn-V2LyYla38H7HK-9YCN2_VwWyofU_dXISi54ivhmhe3JEr6MtvAPzCs6ZClx_VPaHCCjz6tqoovZyI1aP84Qn-o=&p=7&fvj=0&vjs=3,,Head of Finance – Retail Operations & Marketing Analytics,
1430,,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BFhwj1mM9GcVBcW_pfSTYyg19f_-gBL6nNHx8JBphWau-vu2y-7ByCQizVBLSzosWw4eo3x6zlcdTr3jNee7kk9KJHq-S_krVf962kchTO8VKPDA8qeLjCkmKQnbI8hHpWAleXvhei9W7QFUp-VhXcje2dsH6NTSS_WCez-IU3YK314r72sR94Es6iDs0l4ZmyIVy1zCKGSAA_xz0fwFmPx6iZ63gPFIPM5o0nMMyKCkG_jJFhQViTkXmE6vpWJoRYuynYB8QyF95zeG-Qb3dFjKX79zjC3o8JByMIULKGvuUSPllYsXUIPLafsO2D1RxcMguu8XYyYRWcuu0Xp5GjNbAPlSrkYu1F8hdJAYbHjButpIeCPJq_YPxir6o4bNDl6PnAUwcMnysWBa2czqbISKTCW3TCb0dtmjlSnQX6ZcS0vHw0Yuny&p=8&fvj=0&vjs=3,,Cloud Data Analytics Engineer,
1434,SkyHive Technologies Inc.,http://ca.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0C4wUeYGg4-zhtb5w80xVeN61O5kXSvjzUf0kYNgF9ZDuW6-8hZsMmdUT5DKoqYx1iejEJOlVCM-E8_eHLa7nFhfGtQWKLimye5jWH0D2apcMt7CVlouEFNOyJKxqdswqtM7_ahp_hNizpxiXRmjkKFs3sPQ1YT0Q6PbmI-JwwBQL167JgWVKIeO5rL0g-Zt-za2-A2pUpm-G8CVk5Gn89qic3qkyydm3OiSvLCFtNCv4TODoDihkgvJt1zVCIzXvB-YRakxj4wtZPRlJI25Z0E33JOI9yShX1NPVg9waZ1LooIaIM5XFLmQ6NMjlEc7SaH3zBhYTo8nus9VQ2e0qrnuA35EE5xUyowCZVMVSB-LDQ9twIyUps5rN8kiUfgqDmfAW_RR_969ggm-kJKR3jabDfFaV_GtHgwc-vugp_O5OEfMAkypZJHgiRq3_mxm-KtaFqnM74jWg==&p=12&fvj=1&vjs=3,,Machine Learning Engineer,
